claim_id,evidence_id,label,claim_text,evidence_text
claim-2021,evidence-352655,1,Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming,Climate Scientists Virtually Unanimous Anthropogenic Global Warming Is True
claim-2021,evidence-1007867,1,Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming,Scientists Reach 100 Consensus on Anthropogenic Global Warming
claim-2021,evidence-954557,0,Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming,Weather Channel boss calls global warming greatest scam in history
claim-2021,evidence-796796,0,Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming,Climate change has also been called the greatest scam in history by John Coleman who co-founded the Weather Channel
claim-2021,evidence-782433,0,Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming,Scientists have found evidence that increased evaporation could result in more extreme weather as global warming progresses
claim-2021,evidence-929977,0,Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming,He was sceptical of the anthropogenic global warming
claim-2021,evidence-268745,0,Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming,Written by Cook and other authors the report draws from various rebuttals published and summarizes the evidence for global warming and what it calls the flaws in many of the criticisms of anthropogenic global warming theory
claim-2021,evidence-1037784,0,Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming,Long-term effects of global warming On the timescale of centuries to millennia the magnitude of global warming will be determined primarily by anthropogenic CO emissions
claim-2021,evidence-352729,0,Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming,The regional variation of warming with more warming in the higher latitudes is further evidence of warming that is anthropogenic in origin
claim-2021,evidence-543549,0,Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming,He did not attribute global warming to anthropogenic causes and was critical of those who did
claim-2021,evidence-246753,0,Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming,The New Zealand Climate Science Coalition is an organisation based in New Zealand which has the aim of refuting what it claims are unfounded claims about anthropogenic global warming
claim-2021,evidence-169051,0,Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming,However the focus is on the work they have done and not on the majority IPCC view about anthropogenic global warming
claim-2773,evidence-974673,1,Tree-ring proxy reconstructions are reliable before 1960 tracking closely with the instrumental record and other independent proxies,The deviation of some tree ring proxy measurements from the instrumental record since the 1950s raises the question of the reliability of tree ring proxies in the period before the instrumental temperature record
claim-2773,evidence-602109,1,Tree-ring proxy reconstructions are reliable before 1960 tracking closely with the instrumental record and other independent proxies,As there are few instrumental records before 1850 temperatures before then must be reconstructed based on proxy methods
claim-2773,evidence-160755,0,Tree-ring proxy reconstructions are reliable before 1960 tracking closely with the instrumental record and other independent proxies,Individual proxy records such as tree ring widths and densities used in dendroclimatology are calibrated against the instrumental record for the period of overlap
claim-2773,evidence-903800,0,Tree-ring proxy reconstructions are reliable before 1960 tracking closely with the instrumental record and other independent proxies,Wider coverage is provided by multiproxy reconstructions incorporating proxies such as lake sediments ice cores and corals which are found in different regions and using statistical methods to relate these sparser proxies to the greater numbers of tree ring records
claim-2773,evidence-337932,0,Tree-ring proxy reconstructions are reliable before 1960 tracking closely with the instrumental record and other independent proxies,Most proxy records have to be calibrated against independent temperature measurements or against a more directly calibrated proxy during their period of overlap to estimate the relationship between temperature and the proxy
claim-2773,evidence-253111,0,Tree-ring proxy reconstructions are reliable before 1960 tracking closely with the instrumental record and other independent proxies,These proxy reconstructions are indirect inferences of temperature and thus tend to have greater uncertainty than instrumental data
claim-2773,evidence-994854,0,Tree-ring proxy reconstructions are reliable before 1960 tracking closely with the instrumental record and other independent proxies,Proxies can be combined to produce temperature reconstructions longer than the instrumental temperature record and can inform discussions of global warming and climate history
claim-2773,evidence-923298,0,Tree-ring proxy reconstructions are reliable before 1960 tracking closely with the instrumental record and other independent proxies,The distribution of proxy records just like the instrumental record is not at all uniform with more records in the northern hemisphere
claim-2773,evidence-1107556,0,Tree-ring proxy reconstructions are reliable before 1960 tracking closely with the instrumental record and other independent proxies,This variety of climatic proxies is greater than in any other natural recorder of climate such as tree rings or sediment layers
claim-2773,evidence-534204,0,Tree-ring proxy reconstructions are reliable before 1960 tracking closely with the instrumental record and other independent proxies,An important distinction is between so-called reconstructions which attempt to obtain a global temperature reconstruction by using multiple proxy records distributed over the globe and more regional reconstructions
claim-2773,evidence-224185,0,Tree-ring proxy reconstructions are reliable before 1960 tracking closely with the instrumental record and other independent proxies,Several scientific sources state that the decline being referred to is a decline in tree ring climate proxy metrics not temperature
claim-2773,evidence-362283,0,Tree-ring proxy reconstructions are reliable before 1960 tracking closely with the instrumental record and other independent proxies,The role of solar activity in climate change has also been calculated over longer time periods using proxy datasets such as tree rings
claim-1019,evidence-639818,1,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,"Scientists have also found the chemical signatures of warmer sea surface temperatures and increased rainfall caused by El in coral specimens that are around 13,000 years old"
claim-1019,evidence-757821,1,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,The event temporarily warmed air temperature by 1.5 compared to the usual increase of 0.25 associated with El events
claim-1019,evidence-61462,1,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,However over time the term has evolved and now refers to the warm and negative phase of the El Oscillation and is the warming of the ocean surface or above-average sea surface temperatures in either the central and eastern tropical Pacific Ocean
claim-1019,evidence-863309,1,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,An El is associated with warm and very wet weather months in April–October along the coasts of northern Peru and Ecuador causing major flooding whenever the event is strong or extreme
claim-1019,evidence-1063308,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,El Nino has also been linked with cholera outbreaks because this weather pattern warms the shoreline waters causing the cholera bacteria to multiply rapidly
claim-1019,evidence-972046,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,A hot surface warms the air above it causing it to expand and lower the density and the resulting surface air pressure
claim-1019,evidence-990887,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,As the atmosphere is warmed nearest the equator the hot air at the surface of our planet is heated causing it to rise and draw in cooler air to take its place creating what is known as circulation cells
claim-1019,evidence-820847,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,2016 was the warmest year on record
claim-1019,evidence-259818,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,As of 2012 update the thirteen warmest years for the entire planet have all occurred since 1998 transcending those from 1880
claim-1019,evidence-268048,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,The year 2016 was the hottest year on record with many weather and climate extremes according to the most recent WMO report
claim-1019,evidence-493211,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,The greenhouse effect is the process by which radiation from a planet atmosphere warms the planet surface to a temperature above what it would be without this atmosphere
claim-1019,evidence-319975,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,2016 record meant that 16 of the 17 warmest years have occurred since 2000 2017 being the third-hottest year on record meant that 17 of the last 18 warmest years have occurred since 2000
claim-1019,evidence-420577,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,The 2014 flip from the cool PDO phase to the warm phase which vaguely resembles a long and drawn out El event contributed to record-breaking surface temperatures across the planet in 2014
claim-1019,evidence-1202564,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,In warmer climates no additional heat would be supplied the sun heat being sufficient to evaporate off the brine
claim-1019,evidence-145891,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,He proposed that the hot surface was the result of aerosols trapping the internal energy of the planet
claim-1019,evidence-941155,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,Although the NCDC temperature record begins in 1880 based on climate proxies suggest these years may be the warmest for several centuries to millennia or longer
claim-1019,evidence-508793,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,This long-term trend is the main cause for the record warmth of 2015 and 2016 surpassing all previous years—even ones with strong El events
claim-1019,evidence-624594,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,In an interview Trenberth said The planet is warming but the warmth just is n't being manifested at the surface
claim-1019,evidence-374401,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,Ocean circulation patterns have a strong influence on climate and weather and in turn the food supply of both humans and other organisms
claim-1019,evidence-780121,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,It also causes the rise in hay fever as when the weather gets warmer there is a rise in pollen levels in the air
claim-1019,evidence-1054776,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,If many homes temporarily shift energy use away from peak times the utility will not have to build a new fossil fueled power plant just for the handful of hottest or coldest days each year
claim-1019,evidence-648486,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,Warming oceans and a changing climate are resulting in extreme weather patterns which have brought about an increase of infectious diseases—both new and re-emerging
claim-1019,evidence-600112,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,The extremes of this climate pattern oscillations cause extreme weather such as floods and droughts in many regions of the world
claim-1019,evidence-208620,0,An additional kick was supplied by an El weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet causing the hottest year in a historical record dating to 1880,Climate change such as altered weather-patterns including droughts or floods deforestation increased pollution green house gases and wasteful use of water can cause insufficient supply
claim-1441,evidence-217743,1,195 countries signed the 2015 Paris Agreement agreeing to limit global warming and adapt to climate change partly by protecting nature,In 2015 all then 196 parties to the convention came together for the UN Climate Change Conference in Paris 30 November 12 December and adopted by consensus the Paris Agreement aimed at limiting global warming to less than two degrees Celsius and pursue efforts to limit the rise to 1.5 degrees Celsius
claim-1441,evidence-172698,0,195 countries signed the 2015 Paris Agreement agreeing to limit global warming and adapt to climate change partly by protecting nature,It is not aligned with the 2015 Paris climate agreement which set the objective of restricting global warming to 1.5 to 2
claim-1441,evidence-235017,0,195 countries signed the 2015 Paris Agreement agreeing to limit global warming and adapt to climate change partly by protecting nature,The language of the agreement was negotiated by representatives of 195 countries at the 21st Conference of the Parties of the UNFCCC COP21 in Paris and adopted by consensus on 12 December 2015
claim-1441,evidence-789934,0,195 countries signed the 2015 Paris Agreement agreeing to limit global warming and adapt to climate change partly by protecting nature,The conference was one of many meetings leading up to the 2011 Paris Agreement at which the international community agreed to limit global warming to no more than 2C in order to have a 50-50 chance of avoiding dangerous climate change
claim-1441,evidence-459835,0,195 countries signed the 2015 Paris Agreement agreeing to limit global warming and adapt to climate change partly by protecting nature,In 2015 the United Nations Framework Convention on Climate Change met in Paris to negotiate a new agreement
claim-1441,evidence-1057600,0,195 countries signed the 2015 Paris Agreement agreeing to limit global warming and adapt to climate change partly by protecting nature,Mitigation of climate change involves actions that are designed to limit the amount of long-term global warming
claim-1181,evidence-905909,1,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,He believed that waves moving into shallow water churned up sand which was deposited in the form of a submarine bar when the waves broke and lost much of their energy
claim-1181,evidence-222694,1,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,If sea level changes are too drastic time will be insufficient for wave action to accumulate sand into a dune which will eventually become a barrier island through aggradation
claim-1181,evidence-1015241,1,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,Over time corals fragment and die sand and rubble accumulates between the corals and the shells of clams and other molluscs decay to form a gradually evolving calcium carbonate structure
claim-1181,evidence-337702,1,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,Waves grazing fish such as parrotfish sea urchins sponges and other forces and organisms act as bioeroders breaking down coral skeletons into fragments that settle into spaces in the reef structure or form sandy bottoms in associated reef lagoons
claim-1181,evidence-600745,1,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,Habili reef specific to the Red Sea does not reach near enough to the surface to cause visible surf may be a hazard to ships from the Arabic for unborn Microatoll community of species of corals vertical growth limited by average tidal height growth morphologies offer a low-resolution record of patterns of sea level change fossilized remains can be dated using radioactive carbon dating and have been used to reconstruct Holocene sea levels Cays small low-elevation sandy islands formed on the surface of coral reefs from eroded material that piles up forming an area above sea level can be stabilized by plants to become habitable occur in tropical environments throughout the Pacific Atlantic and Indian Oceans including the Caribbean and on the Great Barrier Reef and Belize Barrier Reef where they provide habitable and agricultural land Seamount or guyot formed when a coral reef on a volcanic island subsides tops of seamounts are rounded and guyots are flat flat tops of guyots or tablemounts are due to erosion by waves winds and atmospheric processes Coral reef ecosystems contain distinct zones that host different kinds of habitats
claim-1181,evidence-2338,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,Swash the water that washes up on shore after an incoming wave has broken
claim-1181,evidence-592588,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,It is a stabilization process reducing odor pathogens and mass reduction
claim-1181,evidence-324930,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,"It is a low flat sand and coral island about 905 nautical miles 1,676 km northwest of Honolulu"
claim-1181,evidence-539241,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,An island is a land mass entirely surrounded by water
claim-1181,evidence-1115545,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,A promontory is a prominent mass of land which overlooks lower lying land or a body of water
claim-1181,evidence-1187569,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,The title refers to the surfing term point break where a wave breaks as it hits a point of land jutting out from the coastline
claim-1181,evidence-558094,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,A tuned mass damper counteracts wind effects on the structure
claim-1181,evidence-146873,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,Sometimes the waves would wash us back on and some times others would throw us a line and save us
claim-1181,evidence-1063198,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,These diamonds had flushed through the Orange River into the sea millions of years ago where the wind and waves washed it back in the sand of the Namib
claim-1181,evidence-507495,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,The coconut palms were washed away leaving the islet as a sand bar
claim-1181,evidence-968252,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,Just as on land heat waves in the ocean occur more due to climate change with harmful effects found on a wide range of organisms such as corals kelp and seabirds
claim-1181,evidence-1121265,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,This is a nocturnal species of rocky area sand coral reefs below the low water mark but no deeper than which spends the day near ledges
claim-1181,evidence-529564,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,It has been argued that in the late Neoproterozoic sheet wash was a dominant process of erosion of surface material due to the lack of plants on land
claim-1181,evidence-118277,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,To do this they drill into the coral limestone skeleton killing coral polyps in the process
claim-1181,evidence-755608,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,Colonization of a series of islands or larger land masses by a sequential rafting process is sometimes described as island hopping
claim-1181,evidence-152967,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,While the headland is quite steep and hilly the land immediately to the east of it is low-lying and very swampy
claim-1181,evidence-814283,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,The lighter gangue material such as sand mud and gravel are then washed over the side of the pan leaving the gold behind
claim-1181,evidence-476722,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,Significant land degradation from seawater inundation particularly in river deltas and on low-lying islands is a potential hazard that was identified in a 2007 IPCC report
claim-1181,evidence-702369,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,It lies in the Lincolnshire Fens close to the Wash and 13 mi east from Spalding
claim-1181,evidence-841806,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,Mass ejections are known as coral bleaching because the algae contribute to coral coloration some colors however are due to host coral pigments such as green fluorescent proteins GFPs
claim-1181,evidence-101683,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,Sand casting also known as sand molded casting is a metal casting process characterized by using sand as the mold material
claim-1181,evidence-308548,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,The atolls have shown resilience to gradual sea-level rise with atolls and reef islands being able to grow under current climate conditions by generating sufficient sand and coral debris that accumulates and gets dumped on the islands during cyclones
claim-1181,evidence-911450,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,Thus since no superpartners have been observed if supersymmetry exists it must be a spontaneously broken symmetry so that superpartners may differ in mass
claim-1181,evidence-173260,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,They had been extinct in Britain for a long time because of land reclamation of their habitat and persecution by skin and egg collectors but during or soon after World War II started breeding on reclaimed land near the Wash which was returned to salt marsh to make difficulties for any landing German invaders
claim-1181,evidence-411308,0,However there is a process of accretion where coral broken up by the waves washes up on these low-lying islands as sand counteracting the reduction in land mass,Let the knife edge lie at unit distance from the center of mass
claim-2417,evidence-177166,1,Mars Triton Pluto and Jupiter all show global warming pointing to the Sun as the dominating influence in determining climate throughout the solar system,As Neptune orbits the Sun Triton polar regions take turns facing the Sun resulting in seasonal changes as one pole then the other moves into the sunlight
claim-2417,evidence-896175,0,Mars Triton Pluto and Jupiter all show global warming pointing to the Sun as the dominating influence in determining climate throughout the solar system,Than 2007 provided alternative explanations of why warming had occurred on Triton Pluto Jupiter and Mars
claim-2417,evidence-283664,0,Mars Triton Pluto and Jupiter all show global warming pointing to the Sun as the dominating influence in determining climate throughout the solar system,These included Neptune moon Triton Jupiter Pluto and Mars
claim-2417,evidence-215634,0,Mars Triton Pluto and Jupiter all show global warming pointing to the Sun as the dominating influence in determining climate throughout the solar system,Hence if placed in the center of the Solar System its outer surface would lie between the orbits of Mars and Jupiter
claim-2417,evidence-1065012,0,Mars Triton Pluto and Jupiter all show global warming pointing to the Sun as the dominating influence in determining climate throughout the solar system,When in the part of its orbit closest to the Sun Pluto has an atmosphere of nitrogen and methane similar to Triton but these gases are frozen when it is farther from the Sun
claim-2417,evidence-618749,0,Mars Triton Pluto and Jupiter all show global warming pointing to the Sun as the dominating influence in determining climate throughout the solar system,916 America is a minor planet orbiting the Sun in the main belt between Mars and Jupiter
claim-2152,evidence-791159,1,Venus does n't have a runaway greenhouse effect,Venus receives about twice the sunlight that Earth does which is thought to have contributed to its runaway greenhouse effect
claim-2152,evidence-1018575,1,Venus does n't have a runaway greenhouse effect,A runaway greenhouse effect involving carbon dioxide and water vapor has long ago been hypothesized to have occurred on Venus this idea is still largely accepted citation needed
claim-2152,evidence-515817,1,Venus does n't have a runaway greenhouse effect,"The planet Venus experienced runaway greenhouse effect resulting in an atmosphere which is 96 carbon dioxide with surface atmospheric pressure roughly the same as found 900 m 3,000 ft underwater on Earth"
claim-2152,evidence-1009205,1,Venus does n't have a runaway greenhouse effect,It may have had water oceans in the past but these would have vaporized as the temperature rose due to a runaway greenhouse effect
claim-2152,evidence-175982,0,Venus does n't have a runaway greenhouse effect,He also perceived global warming as a growing man-made danger and likened it to the natural development of Venus into a hot life-hostile planet through a kind of runaway greenhouse effect
claim-2152,evidence-1018829,0,Venus does n't have a runaway greenhouse effect,More recent studies have suggested that several billion years ago Venus atmosphere was much more like Earth than it is now and that there were probably substantial quantities of liquid water on the surface but a runaway greenhouse effect was caused by the evaporation of that original water which generated a critical level of greenhouse gases in its atmosphere
claim-2152,evidence-1043526,0,Venus does n't have a runaway greenhouse effect,Studies have suggested that billions of years ago Venus atmosphere was much more like the one surrounding Earth and that there may have been substantial quantities of liquid water on the surface but after a period of 600 million to several billion years a runaway greenhouse effect was caused by the evaporation of that original water which generated a critical level of greenhouse gases in its atmosphere
claim-2152,evidence-241268,0,Venus does n't have a runaway greenhouse effect,Other large-scale climate changes are sometimes loosely called a runaway greenhouse effect although it is not an appropriate description
claim-2152,evidence-272655,0,Venus does n't have a runaway greenhouse effect,Although the name of the effect refers to a woman Venus the effect is more general
claim-2152,evidence-578380,0,Venus does n't have a runaway greenhouse effect,This causes a rise in atmospheric carbon which in turn causes positive feedback that can lead to a runaway greenhouse effect
claim-2152,evidence-500249,0,Venus does n't have a runaway greenhouse effect,In the extreme the planet Venus is thought to have experienced a very large increase in greenhouse effect over its lifetime so much so that its poles have warmed sufficiently to render its surface temperature effectively isothermal no difference between poles and equator
claim-2152,evidence-808749,0,Venus does n't have a runaway greenhouse effect,This is the expected pattern if greenhouse gases drive temperature as on Venus
claim-2152,evidence-74211,0,Venus does n't have a runaway greenhouse effect,Researchers have suggested that massive volcanic eruptions through coal beds in Siberia would generate significant greenhouse gases and cause a runaway greenhouse effect
claim-2152,evidence-256785,0,Venus does n't have a runaway greenhouse effect,Hansen testified that Global warming has reached a level such that we can ascribe with a high degree of confidence a cause and effect relationship between the greenhouse effect and observed warming It is already happening now and The greenhouse effect has been detected and it is changing our climate now We already reached the point where the greenhouse effect is important
claim-2152,evidence-665317,0,Venus does n't have a runaway greenhouse effect,This supplemental heating is the natural greenhouse effect
claim-2152,evidence-516064,0,Venus does n't have a runaway greenhouse effect,Runaway was also the B-side of the Living on an Island single
claim-2152,evidence-28608,0,Venus does n't have a runaway greenhouse effect,The album also includes two unpublished songs Runaway and Radio
claim-2152,evidence-1082770,0,Venus does n't have a runaway greenhouse effect,It also creates a cooling effect and this may have partially masked the effect of greenhouse gases on global warming
claim-2152,evidence-1161928,0,Venus does n't have a runaway greenhouse effect,He remarked to a reporter I got it for being the grandfather of the greenhouse effect
claim-2152,evidence-846086,0,Venus does n't have a runaway greenhouse effect,Being so close to Venus it is also the first asteroid discovered within Venus zone of influence
claim-2152,evidence-578065,0,Venus does n't have a runaway greenhouse effect,Ball rejects not only CO2 greenhouse gas–induced climate change but the existence of the CO2 greenhouse effect itself
claim-2152,evidence-221451,0,Venus does n't have a runaway greenhouse effect,A crater on the planet Venus named after Dorothea Erxleben see List of craters on Venus
claim-2152,evidence-783471,0,Venus does n't have a runaway greenhouse effect,The voluptuousness of the Venus presented and her sideways glance also owes much to the Crouching Venus and Cnidian Venus types of antique sculpture
claim-2152,evidence-835837,0,Venus does n't have a runaway greenhouse effect,The asteroid has a Venus minimum orbit intersection distance Venus MOID of 0.0059 AU
claim-826,evidence-497197,1,The latest NOAA report is a reminder that climate change has not despite the insistence of climate contrarians paused or even slowed down Mann said,Details the findings of a new report that confirms NOAA data about climate change
claim-826,evidence-178572,0,The latest NOAA report is a reminder that climate change has not despite the insistence of climate contrarians paused or even slowed down Mann said,He is quoted as being skeptical of global warming and is described by Michael E. Mann as a prominent climate change contrarian
claim-826,evidence-130142,0,The latest NOAA report is a reminder that climate change has not despite the insistence of climate contrarians paused or even slowed down Mann said,Lindzen has been called a contrarian in relation to climate change and other issues
claim-826,evidence-235043,0,The latest NOAA report is a reminder that climate change has not despite the insistence of climate contrarians paused or even slowed down Mann said,It noted that NOAA reviewed its climate change data as standard procedure not in response to the controversy
claim-826,evidence-40902,0,The latest NOAA report is a reminder that climate change has not despite the insistence of climate contrarians paused or even slowed down Mann said,NOAA said that the disbandment of the committee will not impact the completion of the Fourth National Climate Assessment
claim-826,evidence-1006823,0,The latest NOAA report is a reminder that climate change has not despite the insistence of climate contrarians paused or even slowed down Mann said,Gardeners can slow climate change
